id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,A1_freq,A2_freq,A3_freq,A4_freq,A5_freq,A6_freq,A7_freq,A8_freq,A9_freq,A10_freq,C1_perc,C2_perc,C3_perc,C4_perc,C5_perc,C6_perc,C7_perc,C8_perc,C9_perc,C10_perc
111F,12,25-Feb,378,832/2499,2,300832,(4sqrt30)/5,8,512,200,1,1,1,1,1.0,0,1.0,1,0.0,0.0,0:01:234/14/2024 13:04,0:39:164/14/2024 13:04,0:41:264/14/2024 13:04,0:16:064/14/2024 13:04,0:19:514/14/2024 13:04,0:23:034/14/2024 13:04,0:45:014/14/2024 13:04,0:49:164/14/2024 13:04,0:49:584/14/2024 13:04,0:49:244/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.009917355371900827,0.004347826086956522,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
114F,12,25-Feb,378,832/2499,2,301833,6,8,21,10201/2,1,1,1,1,1.0,1,0.0,1,0.0,0.0,0:34:014/14/2024 13:04,0:35:374/14/2024 13:04,0:11:464/14/2024 13:04,0:13:484/14/2024 13:04,0:15:434/14/2024 13:04,0:44:014/14/2024 13:04,0:20:544/14/2024 13:04,0:24:144/14/2024 13:04,0:26:424/14/2024 13:04,0:41:154/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.18387096774193548,0.0,0.07107438016528926,0.015217391304347827,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
116C,12,25-Feb,378,832/2499,-2,301833,,8,,101^3/2,1,1,1,1,0.0,1,,1,,1.0,0:03:444/14/2024 13:04,0:18:334/14/2024 13:04,0:08:594/14/2024 13:04,0:11:344/14/2024 13:04,0:22:314/14/2024 13:04,0:27:124/14/2024 13:04,0:41:284/14/2024 13:04,0:34:464/14/2024 13:04,,0:49:524/14/2024 13:04,0.0,0.0,0.0,0.0,0.042105263157894736,0.0,0.0,0.0,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
117A,12,25-Feb,378,832/2499,2,301833,4\sqrt{30}/5,4,29,515150.5,1,1,1,1,1.0,1,1.0,0,1.0,1.0,0:05:284/14/2024 13:04,0:46:534/14/2024 13:04,0:33:444/14/2024 13:04,0:47:144/14/2024 13:04,0:47:194/14/2024 13:04,0:47:244/14/2024 13:04,0:47:294/14/2024 13:04,0:48:174/14/2024 13:04,0:40:394/14/2024 13:04,0:24:444/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
126B,12,25-Feb,378,832/2499,2,301833,4\sqrt{30}/5,4,,36001/2,1,1,1,1,1.0,1,1.0,0,,0.0,0:44:574/14/2024 13:07,0:45:074/14/2024 13:07,0:28:454/14/2024 13:07,0:28:404/14/2024 13:07,0:45:094/14/2024 13:07,0:45:234/14/2024 13:07,0:46:034/14/2024 13:07,0:43:464/14/2024 13:07,0:44:374/14/2024 13:07,0:43:454/14/2024 13:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.002173913043478261,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
133H,12,25-Feb,378,832/2499,2,301833,(4sqrt30)/5,4,29,2^101,1,1,1,1,1.0,1,1.0,0,1.0,0.0,0:03:294/14/2024 13:04,0:05:314/14/2024 13:04,0:08:564/14/2024 13:04,0:10:524/14/2024 13:04,0:20:024/14/2024 13:04,0:28:394/14/2024 13:04,0:35:014/14/2024 13:04,0:37:584/14/2024 13:04,0:44:124/14/2024 13:04,0:47:264/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.004347826086956522,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
147B,12,25-Feb,378,832/2499,-2,301833,,8,29,,1,1,1,1,0.0,1,,1,1.0,,0:02:234/14/2024 13:04,0:06:234/14/2024 13:04,0:11:204/14/2024 13:04,0:16:074/14/2024 13:04,0:22:294/14/2024 13:04,0:24:564/14/2024 13:04,0:35:184/14/2024 13:04,0:44:144/14/2024 13:04,0:40:324/14/2024 13:04,,0.0,0.0,0.0,0.0,0.042105263157894736,0.0,0.0,0.0,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
152D,12,25-Feb,378,832/2499,2,301833,(4sqrt(30))/5,4,64,1030301,1,1,1,1,1.0,1,1.0,0,0.0,0.0,0:01:384/14/2024 13:04,0:02:494/14/2024 13:04,0:04:394/14/2024 13:04,0:13:494/14/2024 13:04,0:28:034/14/2024 13:04,0:46:174/14/2024 13:04,0:35:214/14/2024 13:04,0:42:524/14/2024 13:04,0:48:564/14/2024 13:04,0:48:294/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.09586776859504133,0.006521739130434782,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
165D,12,25-Feb,729,832/2499,2,301833,5,8,,\frac{1030301}{2},1,1,0,1,1.0,1,0.0,1,,1.0,0:01:164/14/2024 13:04,0:05:364/14/2024 13:04,0:05:394/14/2024 13:04,0:15:144/14/2024 13:04,0:15:164/14/2024 13:04,0:28:134/14/2024 13:04,0:37:464/14/2024 13:04,0:28:074/14/2024 13:04,,0:48:174/14/2024 13:04,0.0,0.0,,0.0,0.0,0.0,0.04838709677419355,0.0,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
167E,12,0.08,378,832/2499,,301833,sqrt820,8,,515150.5,1,1,1,1,,1,0.0,1,,1.0,0:02:574/14/2024 13:04,0:41:264/14/2024 13:04,0:05:514/14/2024 13:04,0:14:354/14/2024 13:04,,0:20:324/14/2024 13:04,0:34:484/14/2024 13:04,0:24:044/14/2024 13:04,,0:27:094/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.004838709677419355,0.0,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
170C,12,25-Feb,378,832/2499,2-Jan,301833,4sqrt30/5,8,29,515150.5,1,1,1,1,0.0,1,1.0,1,1.0,1.0,0:05:554/14/2024 13:04,0:05:584/14/2024 13:04,0:15:434/14/2024 13:04,0:20:184/14/2024 13:04,0:20:214/14/2024 13:04,0:26:324/14/2024 13:04,0:38:334/14/2024 13:04,0:34:294/14/2024 13:04,0:48:444/14/2024 13:04,0:49:094/14/2024 13:04,0.0,0.0,0.0,0.0,0.08842105263157894,0.0,0.0,0.0,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
171E,12,25-Feb,378,832/2499,2,301833,5-Dec,8,29,,1,1,1,1,1.0,1,0.0,1,1.0,,0:03:214/14/2024 13:04,0:04:154/14/2024 13:04,0:11:124/14/2024 13:04,0:13:254/14/2024 13:04,0:18:244/14/2024 13:04,0:21:564/14/2024 13:04,0:49:064/14/2024 13:04,0:42:064/14/2024 13:04,0:33:354/14/2024 13:04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0032258064516129032,0.0,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
173C,12,25-Feb,378,832/2499,2,301833,12,4,29,,1,1,1,1,1.0,1,0.0,0,1.0,,0:46:044/14/2024 13:05,0:46:124/14/2024 13:05,0:46:294/14/2024 13:05,0:46:394/14/2024 13:05,0:47:104/14/2024 13:05,0:47:194/14/2024 13:05,0:48:184/14/2024 13:05,0:48:294/14/2024 13:05,0:49:314/14/2024 13:05,,0.0,0.0,0.0,0.0,0.0,0.0,0.02258064516129032,,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
177C,12,25-Feb,378,832/2499,(xy)/(x-y),301833,4sqrt(30)/5,8,20,1030301/2,1,1,1,1,0.0,1,1.0,1,0.0,1.0,0:02:184/14/2024 13:05,0:15:244/14/2024 13:05,0:04:364/14/2024 13:05,0:03:114/14/2024 13:05,0:49:294/14/2024 13:05,0:37:184/14/2024 13:05,0:43:164/14/2024 13:05,0:33:024/14/2024 13:05,0:49:054/14/2024 13:05,0:46:494/14/2024 13:05,0.0,0.0,0.0,0.0,0.002105263157894737,0.0,0.0,0.0,0.0049586776859504135,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
177G,12,25-Feb,378,832/2499,2,301833,\frac{4\sqrt{30}}{5},4,8,1,1,1,1,1,1.0,1,1.0,0,0.0,0.0,0:05:104/14/2024 13:06,0:16:004/14/2024 13:06,0:13:064/14/2024 13:06,0:25:524/14/2024 13:06,0:46:304/14/2024 13:06,0:26:364/14/2024 13:06,0:46:064/14/2024 13:06,0:46:344/14/2024 13:06,0:46:474/14/2024 13:06,0:46:494/14/2024 13:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.03636363636363636,0.10217391304347827,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
197D,12,25-Feb,378,832/2499,2,301833,-24,8,37,4,1,1,1,1,1.0,1,0.0,1,0.0,0.0,0:03:094/14/2024 13:04,0:04:564/14/2024 13:04,0:48:264/14/2024 13:04,0:09:374/14/2024 13:04,0:22:424/14/2024 13:04,0:33:274/14/2024 13:04,0:43:254/14/2024 13:04,0:38:474/14/2024 13:04,0:48:074/14/2024 13:04,0:46:244/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.03870967741935484,0.0,0.003305785123966942,0.008695652173913044,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
205C,12,25-Feb,378,832/2499,-0.5,301833,4/5sqrt30,8,103,101/2,1,1,1,1,0.0,1,1.0,1,0.0,0.0,0:03:434/14/2024 13:04,0:09:484/14/2024 13:04,0:45:474/14/2024 13:04,0:19:574/14/2024 13:04,0:48:354/14/2024 13:04,0:27:074/14/2024 13:04,0:47:404/14/2024 13:04,0:28:414/14/2024 13:04,0:48:494/14/2024 13:04,0:46:174/14/2024 13:04,0.0,0.0,0.0,0.0,0.018947368421052633,0.0,0.0,0.0,0.001652892561983471,0.021739130434782608,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
205F,12,25-Feb,378,832/2499,2,301833,(4sqrt30)/5,16,,1030301/2,1,1,1,1,1.0,1,1.0,0,,1.0,0:04:384/14/2024 13:04,0:09:374/14/2024 13:04,0:09:594/14/2024 13:04,0:44:424/14/2024 13:04,0:17:224/14/2024 13:04,0:23:474/14/2024 13:04,0:35:424/14/2024 13:04,0:38:094/14/2024 13:04,0:43:154/14/2024 13:04,0:42:544/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
205G,12,25-Feb,378,832/2499,2,301833,4sqrt30/5,8,,101/2,1,1,1,1,1.0,1,1.0,1,,0.0,0:43:134/14/2024 13:05,0:02:544/14/2024 13:05,0:05:144/14/2024 13:05,0:06:174/14/2024 13:05,0:49:354/14/2024 13:05,0:35:574/14/2024 13:05,0:24:384/14/2024 13:05,0:44:004/14/2024 13:05,0:45:034/14/2024 13:05,0:43:554/14/2024 13:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
210C,12,25-Feb,378,1664/2499,2,301833,(4sqrt(30))/5,8,29,40804/3,1,1,1,0,1.0,1,1.0,1,1.0,0.0,0:02:224/14/2024 13:05,0:03:584/14/2024 13:05,0:06:294/14/2024 13:05,0:12:234/14/2024 13:05,0:13:384/14/2024 13:05,0:16:564/14/2024 13:05,0:31:564/14/2024 13:05,0:25:374/14/2024 13:05,0:35:154/14/2024 13:05,0:49:554/14/2024 13:05,0.0,0.0,0.0,0.022408963585434174,0.0,0.0,0.0,0.0,0.0,0.002173913043478261,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
236F,12,25-Feb,378,832/2499,2,301833,(4sqrt(30))/5,16,16,1030301/2,1,1,1,1,1.0,1,1.0,0,0.0,1.0,0:01:224/14/2024 13:05,0:43:064/14/2024 13:05,0:12:184/14/2024 13:05,0:10:124/14/2024 13:05,0:43:074/14/2024 13:05,0:22:024/14/2024 13:05,0:26:584/14/2024 13:05,0:29:484/14/2024 13:05,0:48:174/14/2024 13:05,0:33:054/14/2024 13:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.03471074380165289,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
236H,12,25-Feb,378,832/2499,2,301833,(4sqrt(30))/5,16,32,,1,1,1,1,1.0,1,1.0,0,0.0,,0:02:224/14/2024 13:04,0:04:194/14/2024 13:04,0:12:194/14/2024 13:04,0:15:304/14/2024 13:04,0:18:254/14/2024 13:04,0:26:494/14/2024 13:04,0:38:194/14/2024 13:04,0:38:424/14/2024 13:04,0:49:524/14/2024 13:04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.03636363636363636,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
241F,12,25-Feb,378,832/2499,x^2y^2,301833,4sqrt(30)/5,8,9,10,1,1,1,1,0.0,1,1.0,1,0.0,0.0,0:45:104/14/2024 13:05,0:45:144/14/2024 13:05,0:45:194/14/2024 13:05,0:45:264/14/2024 13:05,0:49:304/14/2024 13:05,0:46:484/14/2024 13:05,0:46:564/14/2024 13:05,0:46:584/14/2024 13:05,0:49:124/14/2024 13:05,0:49:594/14/2024 13:05,0.0,0.0,0.0,0.0,0.002105263157894737,0.0,0.0,0.0,0.011570247933884297,0.01956521739130435,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
244A,3,25-Feb,378,832/2499,2,301833,(4sqrt(30))/5,8,29,1030301,0,1,1,1,1.0,1,1.0,1,1.0,0.0,0:00:564/14/2024 13:04,0:02:084/14/2024 13:04,0:04:154/14/2024 13:04,0:30:144/14/2024 13:04,0:23:394/14/2024 13:04,0:16:164/14/2024 13:04,0:22:544/14/2024 13:04,0:34:234/14/2024 13:04,0:42:524/14/2024 13:04,0:39:164/14/2024 13:04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006521739130434782,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
247F,12,25-Feb,378,832/2499,,301833,4sqrt(6/5),8,29,515150.5,1,1,1,1,,1,0.0,1,1.0,1.0,0:01:354/14/2024 13:05,0:03:594/14/2024 13:05,0:06:164/14/2024 13:05,0:09:534/14/2024 13:05,0:46:444/14/2024 13:05,0:23:124/14/2024 13:05,0:37:544/14/2024 13:05,0:32:164/14/2024 13:05,0:48:464/14/2024 13:05,0:49:284/14/2024 13:05,0.0,0.0,0.0,0.0,0.0,0.0,0.00967741935483871,0.0,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
