id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,A1_freq,A2_freq,A3_freq,A4_freq,A5_freq,A6_freq,A7_freq,A8_freq,A9_freq,A10_freq,C1_perc,C2_perc,C3_perc,C4_perc,C5_perc,C6_perc,C7_perc,C8_perc,C9_perc,C10_perc
265B,12,25-Feb,378,832/2499,2,301833,-24,8,29,1030301/2,1,1,1,1,1.0,1,0.0,1,1.0,1.0,0:01:204/14/2024 13:04,0:12:084/14/2024 13:04,0:10:264/14/2024 13:04,0:13:484/14/2024 13:04,0:38:534/14/2024 13:04,0:22:484/14/2024 13:04,0:13:594/14/2024 13:04,0:46:084/14/2024 13:04,0:48:464/14/2024 13:04,0:36:354/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.03870967741935484,0.0,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
266C,12,25-Feb,378,832/2499,2,301833,5,8,64,102010,1,1,1,1,1.0,1,0.0,1,0.0,0.0,0:01:394/14/2024 13:04,0:06:554/14/2024 13:04,0:08:214/14/2024 13:04,0:13:594/14/2024 13:04,0:16:414/14/2024 13:04,0:20:254/14/2024 13:04,0:44:044/14/2024 13:04,0:21:424/14/2024 13:04,0:41:494/14/2024 13:04,0:46:554/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.04838709677419355,0.0,0.09586776859504133,0.002173913043478261,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
266G,12,25-Feb,378,832/2499,2,301833,5,4,29,10100,1,1,1,1,1.0,1,0.0,0,1.0,0.0,0:01:544/14/2024 13:04,0:04:564/14/2024 13:04,0:08:454/14/2024 13:04,0:13:404/14/2024 13:04,0:41:034/14/2024 13:04,0:24:444/14/2024 13:04,0:48:184/14/2024 13:04,0:28:274/14/2024 13:04,0:43:464/14/2024 13:04,0:47:124/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.04838709677419355,,0.0,0.004347826086956522,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
270B,12,25-Feb,378,832/2499,2,301833,3sqrt3,16,29,50001,1,1,1,1,1.0,1,0.0,0,1.0,0.0,0:01:254/14/2024 13:04,0:05:584/14/2024 13:04,0:07:054/14/2024 13:04,0:14:424/14/2024 13:04,0:17:024/14/2024 13:04,0:21:184/14/2024 13:04,0:47:544/14/2024 13:04,0:47:104/14/2024 13:04,0:46:324/14/2024 13:04,0:48:014/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0032258064516129032,,0.0,0.002173913043478261,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
273C,12,18/25,378,832/2499,2,301833,-64,8,128,1030301/2,1,0,1,1,1.0,1,0.0,1,0.0,1.0,0:07:064/14/2024 13:04,0:03:374/14/2024 13:04,0:11:364/14/2024 13:04,0:14:204/14/2024 13:04,0:22:014/14/2024 13:04,0:25:024/14/2024 13:04,0:49:204/14/2024 13:04,0:29:324/14/2024 13:04,0:39:274/14/2024 13:04,0:03:484/14/2024 13:04,0.0,0.058333333333333334,0.0,0.0,0.0,0.0,0.0016129032258064516,0.0,0.03140495867768595,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
273F,12,18/25,378,832/2499,2,301833,-24,8,2^5,1030301/2,1,0,1,1,1.0,1,0.0,1,0.0,1.0,0:07:254/14/2024 13:04,0:04:324/14/2024 13:04,0:19:014/14/2024 13:04,0:14:354/14/2024 13:04,0:22:274/14/2024 13:04,0:25:074/14/2024 13:04,0:14:264/14/2024 13:04,0:19:534/14/2024 13:04,0:48:594/14/2024 13:04,0:02:424/14/2024 13:04,0.0,0.058333333333333334,0.0,0.0,0.0,0.0,0.03870967741935484,0.0,0.001652892561983471,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
273G,12,18/25,378,832/2499,2,301833,-24,8,10,1030301/2,1,0,1,1,1.0,1,0.0,1,0.0,1.0,0:29:354/14/2024 13:04,0:07:444/14/2024 13:04,0:11:534/14/2024 13:04,0:15:414/14/2024 13:04,0:15:094/14/2024 13:04,0:28:304/14/2024 13:04,0:17:104/14/2024 13:04,0:31:234/14/2024 13:04,0:41:574/14/2024 13:04,0:04:164/14/2024 13:04,0.0,0.058333333333333334,0.0,0.0,0.0,0.0,0.03870967741935484,0.0,0.011570247933884297,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
273H,12,18/25,378,832/2499,2,301833,-24,8,256,515150.5,1,0,1,1,1.0,1,0.0,1,0.0,1.0,0:25:074/14/2024 13:04,0:49:094/14/2024 13:04,0:11:564/14/2024 13:04,0:27:494/14/2024 13:04,0:48:194/14/2024 13:04,0:49:194/14/2024 13:04,0:30:144/14/2024 13:04,0:48:234/14/2024 13:04,0:32:414/14/2024 13:04,0:48:264/14/2024 13:04,0.0,0.058333333333333334,0.0,0.0,0.0,0.0,0.03870967741935484,0.0,0.03305785123966942,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
276D,12,25-Feb,378,832/2499,2,301833,7,8,26,5,1,1,1,1,1.0,1,0.0,1,0.0,0.0,0:02:224/14/2024 13:04,0:35:304/14/2024 13:04,0:07:264/14/2024 13:04,0:13:244/14/2024 13:04,0:42:174/14/2024 13:04,0:30:024/14/2024 13:04,0:47:554/14/2024 13:04,0:48:474/14/2024 13:04,0:47:184/14/2024 13:04,0:47:574/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.001652892561983471,0.030434782608695653,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
277D,12,25-Feb,378,832/2499,2,301833,4/5 sqrt(30),8,29,101,1,1,1,1,1.0,1,1.0,1,1.0,0.0,0:01:134/14/2024 13:04,0:02:134/14/2024 13:04,0:07:204/14/2024 13:04,0:13:204/14/2024 13:04,0:33:294/14/2024 13:04,0:49:414/14/2024 13:04,0:24:244/14/2024 13:04,0:29:564/14/2024 13:04,0:47:054/14/2024 13:04,0:48:294/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034782608695652174,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
277H,12,25-Feb,378,832/2499,2,300833,4/5sqrt(30),8,63,100/101,1,1,1,1,1.0,0,1.0,1,0.0,0.0,0:27:594/14/2024 13:04,0:06:584/14/2024 13:04,0:09:274/14/2024 13:04,0:11:094/14/2024 13:04,0:48:564/14/2024 13:04,0:17:544/14/2024 13:04,0:25:484/14/2024 13:04,0:30:514/14/2024 13:04,0:47:234/14/2024 13:04,0:49:324/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.01818181818181818,0.002173913043478261,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
284C,12,25-Feb,756,832/2499,2,301833,4/5\sqrt30,8,29,1030301/2,1,1,0,1,1.0,1,1.0,1,1.0,1.0,0:02:224/14/2024 13:04,0:04:514/14/2024 13:04,0:49:594/14/2024 13:04,0:10:014/14/2024 13:04,0:45:234/14/2024 13:04,0:21:514/14/2024 13:04,0:16:284/14/2024 13:04,0:25:514/14/2024 13:04,0:41:424/14/2024 13:04,0:48:594/14/2024 13:04,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
284D,12,25-Feb,378,832/2499,2,301833,4sqrt(30)/5,8,29,,1,1,1,1,1.0,1,1.0,1,1.0,,0:01:144/14/2024 13:04,0:02:274/14/2024 13:04,0:03:494/14/2024 13:04,0:11:184/14/2024 13:04,0:43:174/14/2024 13:04,0:21:494/14/2024 13:04,0:17:254/14/2024 13:04,0:13:304/14/2024 13:04,0:35:294/14/2024 13:04,0:39:134/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
284F,12,25-Feb,378,832/2499,2,301833,sqrt(96/5),4,,1030301/2,1,1,1,1,1.0,1,0.0,0,,1.0,0:01:114/14/2024 13:04,0:02:524/14/2024 13:04,0:07:214/14/2024 13:04,0:11:254/14/2024 13:04,0:39:374/14/2024 13:04,0:41:284/14/2024 13:04,0:49:454/14/2024 13:04,0:34:244/14/2024 13:04,0:44:574/14/2024 13:04,0:30:054/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0032258064516129032,,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
284H,12,25-Feb,729,832/2499,-0.5,301833,(4 sqrt 30)/5,8,29,1030301/2,1,1,0,1,0.0,1,1.0,1,1.0,1.0,0:01:064/14/2024 13:04,0:03:524/14/2024 13:04,0:06:074/14/2024 13:04,0:12:304/14/2024 13:04,0:15:544/14/2024 13:04,0:21:004/14/2024 13:04,0:35:564/14/2024 13:04,0:38:214/14/2024 13:04,0:49:244/14/2024 13:04,0:43:324/14/2024 13:04,0.0,0.0,,0.0,0.018947368421052633,0.0,0.0,0.0,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
294F,12,25-Feb,378,832/2499,2,301833,4,8,21,515151,1,1,1,1,1.0,1,0.0,1,0.0,0.0,0:04:384/14/2024 13:05,0:02:494/14/2024 13:05,0:27:534/14/2024 13:05,0:11:474/14/2024 13:05,0:14:174/14/2024 13:05,0:25:294/14/2024 13:05,0:45:084/14/2024 13:05,0:29:434/14/2024 13:05,0:49:244/14/2024 13:05,0:47:214/14/2024 13:05,0.0,0.0,0.0,0.0,0.0,0.0,0.035483870967741936,0.0,0.07107438016528926,0.013043478260869565,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
303C,12,25-Feb,378,832/2499,2,301833,,4,29,16933.60763,1,1,1,1,1.0,1,,0,1.0,0.0,0:08:234/14/2024 13:04,0:38:584/14/2024 13:04,0:07:094/14/2024 13:04,0:30:154/14/2024 13:04,0:43:434/14/2024 13:04,0:36:314/14/2024 13:04,0:10:084/14/2024 13:04,0:09:554/14/2024 13:04,0:13:404/14/2024 13:04,0:47:434/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.002173913043478261,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
314E,12,25-Feb,378,832/2499,2,301833,,8,21,,1,1,1,1,1.0,1,,1,0.0,,0:01:494/14/2024 13:04,0:05:304/14/2024 13:04,0:11:194/14/2024 13:04,0:19:504/14/2024 13:04,0:22:154/14/2024 13:04,0:27:204/14/2024 13:04,0:48:044/14/2024 13:04,0:33:424/14/2024 13:04,0:48:064/14/2024 13:04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07107438016528926,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
318B,12,25-Feb,378,832/2499,2,301833,(12sqrt26)/13,4,,1030301/2,1,1,1,1,1.0,1,0.0,0,,1.0,0:02:564/14/2024 13:09,0:23:104/14/2024 13:09,0:05:464/14/2024 13:09,0:24:024/14/2024 13:09,0:24:114/14/2024 13:09,0:24:284/14/2024 13:09,0:44:454/14/2024 13:09,0:29:314/14/2024 13:09,,0:22:194/14/2024 13:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0032258064516129032,,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
321C,12,25-Feb,729,832/2499,2,301833,(12sqrt(5))/5,8,16,1030301/2,1,1,0,1,1.0,1,0.0,1,0.0,1.0,0:01:074/14/2024 13:04,0:02:514/14/2024 13:04,0:03:534/14/2024 13:04,0:46:394/14/2024 13:04,0:14:524/14/2024 13:04,0:18:224/14/2024 13:04,0:28:314/14/2024 13:04,0:43:044/14/2024 13:04,0:43:054/14/2024 13:04,0:40:344/14/2024 13:04,0.0,0.0,,0.0,0.0,0.0,0.0016129032258064516,0.0,0.03471074380165289,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
322E,12,25-Feb,378,832/2499,2,301833,(4sqrt30)/5,4,29,,1,1,1,1,1.0,1,1.0,0,1.0,,0:18:074/14/2024 13:05,0:46:054/14/2024 13:05,0:46:474/14/2024 13:05,0:07:314/14/2024 13:05,0:07:344/14/2024 13:05,0:08:264/14/2024 13:05,0:48:284/14/2024 13:05,0:46:014/14/2024 13:05,0:26:334/14/2024 13:05,0:48:484/14/2024 13:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
322G,12,25-Feb,729,832/2499,2,301833,(4\sqrt{30})/5,8,64,10100,1,1,0,1,1.0,1,1.0,1,0.0,0.0,0:01:084/14/2024 13:04,0:06:554/14/2024 13:04,0:04:304/14/2024 13:04,0:10:094/14/2024 13:04,0:10:034/14/2024 13:04,0:12:504/14/2024 13:04,0:45:554/14/2024 13:04,0:27:074/14/2024 13:04,0:46:354/14/2024 13:04,0:48:294/14/2024 13:04,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.09586776859504133,0.004347826086956522,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
326A,12,25-Feb,378,832/2499,pi/4,301833,4.5,8,,515150.5,1,1,1,1,0.0,1,0.0,1,,1.0,0:01:574/14/2024 13:04,0:37:414/14/2024 13:04,0:06:164/14/2024 13:04,0:25:514/14/2024 13:04,0:26:154/14/2024 13:04,0:32:034/14/2024 13:04,0:49:484/14/2024 13:04,0:38:544/14/2024 13:04,0:49:584/14/2024 13:04,0:49:214/14/2024 13:04,0.0,0.0,0.0,0.0,0.016842105263157894,0.0,0.0016129032258064516,0.0,0.0,0.0,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
332B,12,25-Feb,378,832/2499,2,301833,4sqrt30/5,4,48,5000,1,1,1,1,1.0,1,1.0,0,0.0,0.0,0:06:534/14/2024 13:04,0:08:594/14/2024 13:04,0:11:584/14/2024 13:04,0:17:574/14/2024 13:04,0:39:154/14/2024 13:04,0:41:294/14/2024 13:04,0:28:574/14/2024 13:04,0:24:184/14/2024 13:04,0:47:594/14/2024 13:04,0:48:524/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.006611570247933884,0.02391304347826087,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
343A,12,25-Feb,378,832/2499,sqrt2,301833,4sqrt(30)/5,8,29,10404,1,1,1,1,0.0,1,1.0,1,1.0,0.0,0:39:204/14/2024 13:04,0:03:064/14/2024 13:04,0:08:364/14/2024 13:04,0:09:094/14/2024 13:04,0:21:234/14/2024 13:04,0:35:254/14/2024 13:04,0:30:324/14/2024 13:04,0:36:374/14/2024 13:04,0:45:084/14/2024 13:04,0:48:004/14/2024 13:04,0.0,0.0,0.0,0.0,0.031578947368421054,0.0,0.0,0.0,0.0,0.002173913043478261,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
343E,12,25-Feb,378,832/2499,2,301833,4,8,128,1,1,1,1,1,1.0,1,0.0,1,0.0,0.0,0:01:074/14/2024 13:04,0:06:104/14/2024 13:04,0:11:084/14/2024 13:04,0:15:414/14/2024 13:04,0:22:264/14/2024 13:04,0:27:314/14/2024 13:04,0:49:064/14/2024 13:04,0:49:154/14/2024 13:04,0:48:154/14/2024 13:04,0:48:204/14/2024 13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.035483870967741936,0.0,0.03140495867768595,0.10217391304347827,0.5816554809843401,0.5522388059701493,0.5646100116414435,0.5175675675675676,0.2692307692307692,0.32083333333333336,0.0975254730713246,0.32639791937581275,0.0706605222734255,0.2495921696574225
